final_value,total_return,mean_daily_return,volatility,sharpe_ratio,max_drawdown,var_95,cvar_95
18317.552957658478,0.8317552957658478,0.00048085990771718444,0.0008578923049698533,0.5605130724220388,-0.004340914496469057,-0.0008731543505514116,-0.0011978812695549682
17139.808827221954,0.7139808827221954,0.00042809847165274704,0.000864103361511972,0.4954250164716136,-0.004868031610231123,-0.0009870408097605334,-0.0012756082893524677
18137.7677831944,0.8137767783194398,0.00047303275916604954,0.0008632805719803254,0.5479478164163395,-0.005026513354195647,-0.0009373507232379044,-0.0012766106788627113
18496.23753560614,0.8496237535606139,0.0004885745906775952,0.0008654278802348874,0.5645467928423002,-0.00316884795822099,-0.0010025526688167926,-0.0013435254876648175
18342.72926679862,0.8342729266798619,0.0004819868257435258,0.0008992065432451768,0.5360134173431677,-0.0036897808792942894,-0.001028479995260669,-0.001361491422915772
19274.049945724233,0.9274049945724232,0.000521283119806414,0.0008651632831307148,0.6025256384754496,-0.004473426821614285,-0.000889837671325908,-0.001246418794106114
17967.693336963745,0.7967693336963744,0.0004655480975542142,0.0008584528063415178,0.5423105846752244,-0.005018485344976999,-0.0009900959232280984,-0.0013559355696052173
19164.73417382157,0.9164734173821569,0.0005167785190979972,0.00087876009049855,0.5880768435866576,-0.0035543199635620355,-0.0009202719620290346,-0.001314325205720252
19454.28169601899,0.9454281696018989,0.0005286732621816355,0.000864373032729267,0.6116262088252838,-0.0062166026086858525,-0.0008453104506264902,-0.0012725142898365436
18252.222319834586,0.8252222319834586,0.0004780283909081985,0.0008642196588166219,0.5531329109655673,-0.005048462319102853,-0.0009942798861289274,-0.0013503116323655192
18735.288615169906,0.8735288615169905,0.0004987977397104896,0.0008955025637900894,0.557003077578126,-0.0035310254542731062,-0.0009428051196936058,-0.001330043792450142
18614.009805719546,0.8614009805719547,0.000493615985174803,0.0008671409771646727,0.5692453029543932,-0.004432440702462692,-0.0009773411742562777,-0.0013248573272651588
18537.147923683595,0.8537147923683595,0.0004903249058821154,0.0008608009729265671,0.5696146546554594,-0.006240402944605396,-0.0008995599161182376,-0.0012911606539194845
17813.989287742188,0.7813989287742189,0.00045875681455302296,0.0008931160736394184,0.513658612500101,-0.005771413066640698,-0.001012514026576108,-0.0013551654511972562
18451.347571292357,0.8451347571292358,0.00048665121117731094,0.0008724606512349852,0.5577915229865029,-0.005370781719238318,-0.0009456156082933121,-0.0012570186537202452
18635.99313850055,0.8635993138500551,0.0004945500429415524,0.0008634875845697438,0.5727354909386755,-0.005342053591770223,-0.0009988811123093557,-0.0013352637511651003
19055.598507942548,0.9055598507942548,0.0005122557749461356,0.0008923896483655158,0.5740269606238457,-0.0034647556608628314,-0.0009347420474875461,-0.0013364361960502464
19380.71486028564,0.9380714860285639,0.0005256639478764944,0.0008634001030439465,0.608830002614371,-0.0036298888299733114,-0.0008722535955435712,-0.0012805508179506502
19121.648198249888,0.9121648198249888,0.0005149759901325519,0.0008611142932769202,0.5980343542660355,-0.003994576038993132,-0.0009763713847957088,-0.001355106401586522
18659.93371616807,0.8659933716168071,0.0004955692691199676,0.0008632769414493276,0.5740558885800698,-0.004620810251365347,-0.000978246076248083,-0.0013228621530420182
19243.558623172572,0.9243558623172572,0.0005200164459198253,0.0008541301155949667,0.6088257228525679,-0.0030142367917182114,-0.0009050080651756116,-0.001201508340463736
19184.368817090173,0.9184368817090174,0.0005175846384539472,0.0008707719492141429,0.5943973958753713,-0.0035832979694776315,-0.0009144115207873882,-0.0012632077459415532
18719.50223903452,0.8719502239034518,0.0004981165789198748,0.0008822050092618076,0.564626721938482,-0.004137346005678218,-0.001005531157259656,-0.001370604610757657
18253.48401783222,0.825348401783222,0.0004780985721849801,0.0008817553952899965,0.5422121832399133,-0.005089789270362827,-0.0010282229147469983,-0.0013765350837788887
18840.159663368187,0.8840159663368188,0.00050322828490732,0.000893558859529991,0.5631730055865775,-0.007256657861472634,-0.000980710781901679,-0.0013333166982035661
18145.82516043334,0.8145825160433342,0.00047337617527016027,0.0008525038733330149,0.5552773829539028,-0.0038652110191285285,-0.0009308935755347903,-0.001237017614423327
18856.102543379635,0.8856102543379636,0.0005038985652874761,0.0008920155718158204,0.5648987806029477,-0.005449761111494394,-0.0009366917590006889,-0.001301853908799067
18461.619221087003,0.8461619221087002,0.0004871191606836189,0.0009018202860594923,0.5401509748655029,-0.004239740571105965,-0.000965498453799722,-0.0013676110005227135
18975.069128602954,0.8975069128602955,0.0005088660383669078,0.0008616379100930376,0.5905798402648946,-0.003032104796014582,-0.0009121135366758139,-0.0012856274978574882
18420.16718061237,0.842016718061237,0.00048531582932183337,0.0008810855939627579,0.5508156955075324,-0.005315087574679185,-0.0009520228042327176,-0.0013234610498110229
18206.94556758782,0.820694556758782,0.0004760577604013642,0.0008660012089335376,0.549719446714947,-0.003934683753017282,-0.0008876560242253235,-0.0012711880391288797
17859.440260474625,0.7859440260474624,0.00046074588556201053,0.0008539012919468928,0.539577391379479,-0.004862806413566586,-0.0009692243358251232,-0.0013876399656412507
18070.43254052598,0.807043254052598,0.0004700978966767237,0.0008843528371525051,0.5315727204914072,-0.005246864480267368,-0.0009649750752809385,-0.0012471471426556413
18780.648711651527,0.8780648711651526,0.000500694292346922,0.0008687742167073699,0.576322622248479,-0.003821219064902197,-0.0009076852882589584,-0.0012392581533952735
19543.57103543722,0.9543571035437219,0.0005323273034394094,0.000884772221880662,0.6016545616028094,-0.004317873243892924,-0.0009117201207105556,-0.0013013592397226983
18994.820706404636,0.8994820706404636,0.0005097120222122048,0.0008844040932818201,0.5763337918161389,-0.004906711102745107,-0.0009567115195590315,-0.0013337581547008784
18170.424712874967,0.8170424712874966,0.00047445600486424914,0.0008573608467369031,0.5533912020019319,-0.0038445566322949094,-0.0009024361892805013,-0.0012301096769228028
18670.675696219816,0.8670675696219816,0.0004960350089127632,0.0008733544341654698,0.5679652300502995,-0.007359405256372129,-0.0010261015353503818,-0.0013905423414455444
18526.829197837924,0.8526829197837924,0.000489896994583405,0.0008771536005651703,0.5585075845518899,-0.00656156781444345,-0.0009405746383691899,-0.0013120043974844447
17874.236589535394,0.7874236589535395,0.0004614328365667504,0.0008876786959584796,0.5198195999134055,-0.004293182705000186,-0.0010266023795316404,-0.0013497244904074888
18926.57513718673,0.892657513718673,0.0005068404401603479,0.000868950379547392,0.5832788543074913,-0.0037605692051220028,-0.0009470109788286419,-0.0012754685969220227
19011.494745724423,0.9011494745724424,0.0005103994960750754,0.0008738913080226299,0.5840536837751565,-0.003845062554511487,-0.0008973712679348169,-0.0012502785446354338
17994.578475722825,0.7994578475722824,0.00046676512726204027,0.0008925702536966047,0.5229449144584734,-0.006578167660392832,-0.0009546157251773383,-0.0012985919102308182
17965.468973524217,0.7965468973524217,0.000465471158677426,0.0008830026203053422,0.5271457810644865,-0.004850099261150154,-0.0009646125234053765,-0.0013606209699126032
18868.24052324458,0.8868240523244582,0.0005043848696250229,0.0008638880698952718,0.5838543543039476,-0.004377667780664883,-0.0008924979507030479,-0.0012946618535667443
18438.343733306283,0.8438343733306284,0.0004860925488945852,0.0008737214757018183,0.5563471961924834,-0.0038222196450317394,-0.0009757751285645886,-0.001380207509120214
17553.90576418679,0.755390576418679,0.00044703433531796243,0.0008417711723161562,0.5310639006341182,-0.005894956068920609,-0.0009493665502517301,-0.0013214211503330046
17641.920264613454,0.7641920264613455,0.00045105407961536486,0.0008976603173050487,0.5024774078481894,-0.005711471284606741,-0.0010491279734730484,-0.0014015171363868156
18052.9300431777,0.8052930043177702,0.000469315529907985,0.0008695708782330819,0.5397092838374241,-0.0042286968017328916,-0.000978322187890258,-0.0013163173889958204
18467.263067835775,0.8467263067835775,0.00048734541475198626,0.0008833884699890917,0.5516772927659729,-0.004119502694563042,-0.0009210660984086025,-0.0012309890918961366
18415.527311825077,0.8415527311825077,0.0004851087136667194,0.0008730067202773015,0.5556757431890734,-0.003525271945983878,-0.0009532708895756006,-0.0013209820731767317
18767.824044913625,0.8767824044913626,0.000500154367389225,0.0008715883340336011,0.5738423639636586,-0.004533696671067168,-0.000981040760478229,-0.0013358149500901037
18481.33154805863,0.8481331548058633,0.0004879378031299835,0.0008693396331693162,0.5612740157994719,-0.004369051648328358,-0.0009119234116382879,-0.001298553860768803
19718.474688603186,0.9718474688603187,0.0005393987567195866,0.000880868836125914,0.6123484829557928,-0.004160720985938985,-0.0009314972268761251,-0.0012502226836852628
19160.057269187575,0.9160057269187576,0.000516571703598842,0.0008637966316055023,0.5980246100708347,-0.0038011732603386956,-0.0009740983608264998,-0.0013739554580467796
18545.597440056517,0.8545597440056518,0.0004906806793055404,0.0008536784836741874,0.5747838691157938,-0.003284431536286106,-0.0008547938734167961,-0.001260598117607461
18205.011560539995,0.8205011560539994,0.00047599168088842354,0.0008868136247697009,0.536743701178097,-0.005279185224389412,-0.0009517425856193197,-0.0013649455927316429
19366.9655513552,0.93669655513552,0.0005251108601877217,0.0008754150319367986,0.5998421103664822,-0.004177789867307065,-0.0009334151572062464,-0.0013309210650484682
18175.34303704569,0.8175343037045693,0.0004747114750150502,0.0009034596013531785,0.5254373541000662,-0.003657184181878675,-0.0009354119648199927,-0.0013379403903196925
19132.863711339967,0.9132863711339967,0.000515472757908841,0.0008966481292205557,0.5748885026594371,-0.004458362506591566,-0.0009306760040563794,-0.0012908973463839433
17919.85592416603,0.791985592416603,0.00046345534881577356,0.0008860908250511628,0.5230336252332273,-0.003867663944955204,-0.0009262733084314117,-0.0013748520893757388
18246.588348184778,0.8246588348184778,0.0004777935024921451,0.0008760617906628972,0.5453878402707474,-0.004071720038243437,-0.0009162718293468402,-0.0012327281293352493
18463.905704414305,0.8463905704414305,0.00048719383276327904,0.0008751858658226828,0.5566746403495083,-0.007501791790619951,-0.0009551308381962951,-0.0012496865563907415
18710.442859593786,0.8710442859593786,0.0004977151122129263,0.000862638732516673,0.5769681278558794,-0.0036707845513593218,-0.0009155771781966805,-0.0012094642267168098
18175.384681986878,0.8175384681986877,0.0004746717066225317,0.0008561720599716627,0.554411517700181,-0.004484240226766556,-0.0009108169834227221,-0.001309591133402744
18238.60272664872,0.8238602726648723,0.00047745241244110813,0.000883388687523556,0.5404782347074748,-0.0033879328285470107,-0.0010221052515644502,-0.0013785055671614128
19787.521908974442,0.9787521908974441,0.0005421571193278961,0.0008608848371786687,0.6297672266222686,-0.0030561282907296218,-0.0009077945124656389,-0.001263831821048103
18248.002694478077,0.8248002694478076,0.00047787812268679035,0.00090199108395043,0.5298035404224668,-0.00378851693198642,-0.0010004079210776304,-0.0014011242623631712
18976.975938576466,0.8976975938576466,0.0005089850758716776,0.0009060622554179402,0.5617550192082504,-0.004855596129191601,-0.0010079666565876255,-0.0013171678568889664
18244.97188050264,0.8244971880502638,0.00047768720551879916,0.0008339492319839214,0.5728012328787487,-0.0056065398745049596,-0.0008994527572343904,-0.0012482330228769107
19081.461542899888,0.9081461542899887,0.0005133357482789557,0.0008956672951114307,0.5731321147568302,-0.004374721541458197,-0.0009810571578709644,-0.0014208040266397786
18020.652222945133,0.8020652222945133,0.00046791342568453637,0.0008909972494187667,0.5251569221724117,-0.005587772806535739,-0.0010296034413636984,-0.001369283109775797
18265.67217380933,0.8265672173809329,0.0004786338645539431,0.0008877461818104612,0.5391561467064911,-0.0044476867260030955,-0.0009362825016693719,-0.0013643271996099371
18458.392878931307,0.8458392878931307,0.00048693663812065646,0.0008518909120338061,0.5715949942447955,-0.006611337128616904,-0.0009147142955595039,-0.0012871010697469518
18494.92498195801,0.8494924981958012,0.0004885295703694479,0.0008784693541901213,0.5561144648106554,-0.0051408073526858075,-0.0009413977887387569,-0.0012829724875050208
18823.71331030588,0.8823713310305881,0.000502504876713063,0.0008593391206234723,0.5847572933404378,-0.00416426733364762,-0.0009534190855417183,-0.0013026688609533517
18583.113705237032,0.8583113705237033,0.0004923154541601172,0.000888274382989505,0.5542379788995175,-0.003494984945588061,-0.0010241962504407452,-0.0013940293405553313
19588.185330883207,0.9588185330883208,0.000534149958057043,0.000898256108690421,0.5946521191718641,-0.004051029995575371,-0.0009302672426291928,-0.001301861302651818
18875.66243087226,0.887566243087226,0.0005047337838358519,0.0009053513020914936,0.5575004166004971,-0.004398243696417984,-0.0010273233217689517,-0.00132916437626514
19371.960129408377,0.9371960129408377,0.0005253454201558697,0.0009088673214439141,0.5780220610408232,-0.005598217052469058,-0.0009327941226926475,-0.0013409218256505411
18789.582536566413,0.8789582536566414,0.0005010440764167837,0.0008360489245114905,0.5992998756377322,-0.004958601949852436,-0.000900192093664401,-0.0012553063893444038
18791.385063610112,0.8791385063610113,0.0005011827468687914,0.0009077922389605494,0.5520896413850125,-0.004534102865642353,-0.0008985611563948068,-0.0013622215427165946
18999.03503470066,0.899903503470066,0.0005098786647253867,0.0008735606989187946,0.5836785091048763,-0.004383874703803164,-0.0009440224100562434,-0.0013481501099034112
18577.148063597655,0.8577148063597655,0.0004920532165637307,0.0008800434329236826,0.5591237230379165,-0.005768972091780148,-0.000999392051634589,-0.0013049041959312421
19484.815851045536,0.9484815851045536,0.0005299190988991704,0.0008649362194324081,0.6126683398460085,-0.004842989804418658,-0.0009364213274077398,-0.0012561152636360328
18350.41104622638,0.8350411046226383,0.0004823072564892626,0.0008856977645734321,0.5445505468408806,-0.0041068518570300345,-0.0009912135957601547,-0.0013889461787548025
18302.389328394143,0.8302389328394144,0.0004802185246979713,0.0008765373767457003,0.5478585199584016,-0.0035944289233006453,-0.0009692248481787488,-0.0013937377284606834
19841.404479431392,0.9841404479431393,0.0005443246346323578,0.0008702997816878733,0.6254449139722805,-0.004866117572287812,-0.0008822135007037417,-0.0012099083783138208
18577.952019915636,0.8577952019915636,0.000492073226133655,0.0008635635927354547,0.5698169460725548,-0.00401759751577101,-0.0009995432097540534,-0.0013416374929950173
18350.956948001265,0.8350956948001265,0.0004823333351244606,0.0008884790125208687,0.5428752666519568,-0.00424037703452082,-0.0009488245292119464,-0.0013828105301478156
18690.54817683917,0.869054817683917,0.0004968727525240395,0.0008653991195890329,0.5741543801714982,-0.005242195640396964,-0.000901306315969216,-0.0012581269164715547
19861.82421801045,0.9861824218010451,0.0005451640349136664,0.0008958691445014275,0.6085308076593957,-0.004566313179634483,-0.000996434301226073,-0.001316783919936996
18803.840448104682,0.8803840448104683,0.0005016936278102834,0.0008908255800669365,0.5631782278353114,-0.004084444432611684,-0.0009868981978639589,-0.0012942821704808383
18571.72132477729,0.8571721324777288,0.0004917974107615328,0.000852524617326236,0.5768717325920493,-0.005007170023440981,-0.0008993085225104545,-0.0013196743099658935
18337.662244547482,0.8337662244547481,0.0004817572531895518,0.0008877768499236122,0.5426557349016597,-0.003930989708554036,-0.0009443791370904965,-0.0013671643332971572
18554.4727646669,0.85544727646669,0.0004910958449070223,0.0008940701623134415,0.54928104155516,-0.005171425877291204,-0.0009056715448507349,-0.0013097156177901577
18053.085143986857,0.8053085143986856,0.00046931417374236584,0.0008601240031827048,0.5456354170354828,-0.004414003932748914,-0.000936522410426641,-0.0012789890013552236
18843.606979655146,0.8843606979655145,0.0005033138409258751,0.0008239769932639224,0.6108347489760398,-0.003226417358855461,-0.0008251283625948847,-0.0012168142925365172
19240.293224468758,0.9240293224468759,0.0005198965224194416,0.0008712829220909693,0.5967022302027137,-0.0043985616763693915,-0.0009710311775487087,-0.001350506849683741
18239.406166080233,0.8239406166080232,0.00047749036209916165,0.0008867468685742517,0.538474197286392,-0.004450013439338489,-0.0010079625435962171,-0.001362218809740285
18179.162870535485,0.8179162870535486,0.0004748568135871194,0.0008792604983025487,0.5400637928093802,-0.004221318276340612,-0.0009724086007403921,-0.0014149403709900388
19019.117338385426,0.9019117338385425,0.0005107068437774073,0.0008612019736977666,0.5930162726903008,-0.0044956338545303984,-0.0009188375157324199,-0.0013304528503159945
19197.044630557095,0.9197044630557094,0.0005181092514031221,0.0008709065380916541,0.5949079140542689,-0.004883175251620539,-0.0008893134400365248,-0.0012722883736580358
19666.29965402613,0.9666299654026129,0.0005372967609044264,0.0008830540588610699,0.6084527834594105,-0.0033609819358145767,-0.0009078670229886804,-0.0012181909994709982
18678.531325926975,0.8678531325926975,0.0004963615633195839,0.0008647978929897393,0.5739624367114751,-0.003842002819996036,-0.0008984576092789703,-0.0012345859403124207
19197.333296657664,0.9197333296657664,0.0005181277737475443,0.0008784579562029373,0.5898150402161589,-0.005272646684738122,-0.0009101507277721892,-0.0012678094365448196
18429.496579945087,0.8429496579945088,0.0004856878957235964,0.0008463255568226684,0.5738782604641787,-0.007107319955485181,-0.0008857558410952902,-0.0012885656205053823
17538.14518235359,0.753814518235359,0.0004463046523712085,0.000821953835261476,0.5429801272613072,-0.003675849490653505,-0.0009281600951989794,-0.0012449929469161946
18210.284173688346,0.8210284173688345,0.00047621352915900304,0.0008776509395604039,0.5426000855619426,-0.004561487169975028,-0.0009897663623403964,-0.0013781385374783037
17873.541780366948,0.7873541780366948,0.000461409420985512,0.0008960578483240093,0.5149325686452915,-0.0039021674402231693,-0.001027432445057463,-0.0013642279682519478
19396.12302120573,0.9396123021205731,0.0005262873629840631,0.0008545100184672105,0.6158936583783214,-0.004123911138374917,-0.0008977995191948749,-0.0012420075731437426
18657.542585029027,0.8657542585029028,0.0004954978832247279,0.000897792766538843,0.5519066832586491,-0.0040338789342925585,-0.0009513915066859398,-0.0013793225736812174
19166.71841484793,0.9166718414847927,0.0005168852731594905,0.0009062604216759085,0.5703495416567819,-0.004359787444773405,-0.001071078228514974,-0.001419899834458502
18210.100843517805,0.8210100843517805,0.00047618593328785076,0.0008550321783446849,0.5569215868782539,-0.005032497368611928,-0.0008945909923878969,-0.0012659749242346218
17236.38655916805,0.7236386559168051,0.000432563255503281,0.0008680169220431647,0.49833499173219037,-0.006042722225573297,-0.0009574346916618053,-0.0014724857880023092
18092.09203530594,0.809209203530594,0.0004710677824813324,0.0009052817577019836,0.5203548248245208,-0.004220314497950073,-0.0009900601199338034,-0.0013109172797653407
18225.56248209921,0.8225562482099209,0.0004768633619684332,0.0008591423297841051,0.5550457589299422,-0.004162659765075335,-0.0009146801301054261,-0.0012304834700152415
18343.211742522413,0.8343211742522414,0.00048200097041024744,0.0008916963156120537,0.5405438016473416,-0.006974083963711735,-0.0009350077778959465,-0.0013238649328312423
19265.865120583912,0.9265865120583912,0.0005209604108647003,0.0008818598092136497,0.5907518931541386,-0.0034054553192930663,-0.0009299263637485149,-0.001276130913678489
18649.528222676105,0.8649528222676104,0.0004951448342536261,0.0008844428180478149,0.5598380903388697,-0.005219814921276333,-0.0010026021272658402,-0.0013729889467662254
18417.34867002665,0.8417348670026652,0.00048519055429297657,0.0008767878266272996,0.5533727593163117,-0.005280424560451901,-0.000914886963799082,-0.0013725675783517175
18773.61096806819,0.8773610968068191,0.0005004266108276423,0.0009025837436969302,0.5544378113150401,-0.003482566493791386,-0.0009559895935790396,-0.0013471733732145082
18131.3466760637,0.8131346676063698,0.0004727704777336734,0.0008848700173015536,0.5342823409783637,-0.005176984062025373,-0.0009944395508920114,-0.0013415376005363176
18138.3057363376,0.8138305736337599,0.00047305312764485516,0.0008595935232449646,0.5503218205122093,-0.0056010910226676,-0.0009229414963005686,-0.0012615757134639945
18035.661213035553,0.8035661213035554,0.00046855376906401226,0.0008674517633520862,0.5401495908411381,-0.00483566994790867,-0.0009237655077778584,-0.0012999319356094264
18530.95466709273,0.8530954667092729,0.0004900662728422344,0.0008685691920248644,0.5642224257085586,-0.004330272282554553,-0.0008756024062539117,-0.0012361148921646746
18138.495962133653,0.8138495962133654,0.00047305865496388374,0.0008563245334617384,0.5524291098009392,-0.004024125956411521,-0.0009684169498213134,-0.0012945447913729144
18419.821030099694,0.8419821030099695,0.0004852953851000581,0.0008747771323621628,0.5547645356402497,-0.004097538219579664,-0.0009048165030168035,-0.00129526362518456
19080.149536287783,0.9080149536287783,0.000513275510546477,0.0008893939776442271,0.5771069579257937,-0.0033588429489243314,-0.0009326425325042839,-0.0013112708179455787
18332.819056094148,0.8332819056094147,0.0004815293341945912,0.0008670694752333232,0.5553525898599481,-0.005368728149603421,-0.0009951651123206876,-0.0013101777781565336
17407.645992145408,0.7407645992145409,0.0004404355951807097,0.0008932198296795638,0.493087514671457,-0.005981790791602167,-0.0010598111579955467,-0.0014840648364241383
18744.001678588742,0.8744001678588742,0.000499177199595648,0.0009069150235172176,0.5504122565072334,-0.004874797807289384,-0.0010081492403565186,-0.0013741596643839055
18918.47116076909,0.8918471160769093,0.0005065137435072648,0.0008842400356365444,0.5728237422096171,-0.003763811540644207,-0.0008955953289512117,-0.0012939569413948052
18597.75825709276,0.8597758257092758,0.0004929503749386069,0.0008988344196078019,0.5484328474096669,-0.0039800079361418115,-0.0009632548415815569,-0.0013050071291985368
19296.055477909526,0.9296055477909526,0.0005221936658748245,0.0008703032948160371,0.6000133619899353,-0.004422103235568042,-0.0008587443049415176,-0.0013062845581277738
17693.80007672604,0.7693800076726038,0.0004533958126423827,0.0009089431005307063,0.4988164413108076,-0.0044834303472194355,-0.0010580412447465846,-0.0014318864077223197
18167.06387255363,0.816706387255363,0.00047432146085249895,0.0008716261552031678,0.5441798684023568,-0.003951464827686529,-0.0008557887052365002,-0.0012945125151643765
18799.259877944492,0.8799259877944492,0.0005015118606028891,0.0009038617392752368,0.5548545572020468,-0.00454621464711868,-0.0009862720284555006,-0.0013183440867098111
18859.749734611512,0.8859749734611513,0.0005040550177819917,0.0008952003271684508,0.5630638709326075,-0.0041876146879711576,-0.0010375562571850639,-0.0013870185569862918
18609.07713490038,0.860907713490038,0.0004933896308210157,0.0008485946420344587,0.5814196180831164,-0.0031964505029504803,-0.000917170160090377,-0.001284833394576035
18849.40900649812,0.8849409006498121,0.0005036067560778796,0.0008808536958504178,0.5717257034598732,-0.004721117417464861,-0.0009273212557603887,-0.001256611828120754
18057.378470597552,0.8057378470597552,0.000469535227456508,0.0008968217937185049,0.5235545995756946,-0.005469285698293025,-0.000999816963645992,-0.0014099335729443397
19140.255124080202,0.9140255124080203,0.0005157482742974345,0.0008611057147789757,0.5989371636397719,-0.006128680999992461,-0.0008983502938279152,-0.0013005349629819454
18406.01937342217,0.8406019373422169,0.0004847332329725199,0.0009117859082069192,0.5316304797501513,-0.004733144616097542,-0.0010457115980048869,-0.0013734778702852533
19054.253938866845,0.9054253938866845,0.0005121702095182904,0.0008586219604643509,0.5965025045376819,-0.0029494453890106308,-0.00088064006297413,-0.0012749211105713492
18472.832299101523,0.8472832299101523,0.0004876035153471261,0.0009042756173292899,0.5392199591372709,-0.004249695998657807,-0.0010369187392706427,-0.0013276897378772625
17831.371630682457,0.7831371630682458,0.0004595340906982735,0.0008963268091840669,0.5126858136130162,-0.007398440363578428,-0.0010119518931222256,-0.0014465033457675362
18417.613144894472,0.8417613144894474,0.0004851892332417971,0.0008621396700678935,0.5627732881451327,-0.006567494474255216,-0.0009178673410282044,-0.0013358229845655029
18637.02799381904,0.863702799381904,0.0004946062974097759,0.000877483594965939,0.5636643737624947,-0.005810520559049175,-0.0009217109133503142,-0.0013466095138203265
19631.559979945057,0.9631559979945057,0.0005358779015767827,0.0008659235099930828,0.6188512420640239,-0.0035001995518887385,-0.0009526972271805519,-0.001333954191605218
18494.86144909678,0.8494861449096782,0.0004885285777256801,0.000880413130139989,0.5548855480602015,-0.00423607743994478,-0.000986631423642167,-0.0013964945682155537
18786.36838055117,0.8786368380551168,0.0005009138010256432,0.0008426949214364872,0.5944188446393907,-0.00386239088818716,-0.0009448096152333054,-0.001210968112624643
18763.043284405623,0.8763043284405623,0.0004999842390486107,0.0009078214595791991,0.5507516689517349,-0.004801798212096161,-0.0009522357258076505,-0.0013209029405884041
18307.638229642867,0.8307638229642866,0.0004804386050810546,0.0008678265513318402,0.5536112590501028,-0.0035090890234100096,-0.0009477999488525256,-0.001287405546905226
17373.59178301629,0.7373591783016291,0.00043885537857234734,0.000864313827239332,0.5077499791934124,-0.004174613363591127,-0.0009215972551608416,-0.0012982460541014864
17472.15883169099,0.7472158831690991,0.00044337116074944074,0.000891454920206913,0.49735673780437195,-0.005600745323949857,-0.0010010181859589032,-0.0014654065220878157
18585.479079896388,0.8585479079896388,0.0004923930449333984,0.0008614292245275989,0.5716000499558369,-0.004649607557147487,-0.0009351332343524124,-0.001304658080135602
